"id_perusahaan","nama_perusahaan","kategori_bidang","spesialisasi_bidang","kota_sumsel","deskripsi_singkat","prediksi_skill_dibutuhkan","sumber_data"
"PSM253","CV Utilitas Abadi","Utilitas","Ketenagalistrikan (Pembangkitan)","Prabumulih;Palembang; Kayu Agung","CV Utilitas Abadi adalah perusahaan yang bergerak di bidang Utilitas, dengan fokus pada Ketenagalistrikan (Pembangkitan). Berlokasi di Prabumulih dan Palembang dan  Kayu Agung, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Manajemen Keuangan BUMD Energi;Teknik Sipil Sumber Daya Air (Irigasi;Manajemen Ritel Modern;AI","Analisis Internal"
"PSM254","UD Utilitas Mulia","Utilitas","Ketenagalistrikan (Pembangkitan)","Indralaya","Sebagai pemain di industri Utilitas, UD Utilitas Mulia yang berbasis di Indralaya mengkhususkan diri dalam Ketenagalistrikan (Pembangkitan). Dedikasi pada kualitas adalah prioritas utama.","Pemasaran & Kerjasama Program Radio;Sistem Transaksi Tol Elektronik;Analisis Data;Manajemen Proyek Jalan Tol;Layanan Penumpang Kereta;Layanan Nasabah Prima;Food & Beverage Service/Production;Pemasaran Digital Lokal;Sistem Persinyalan Kereta Api;Desain Grafis","Transkripsi Gambar & Riset"
"PSM255","PT Telkomsel Regional Agribisnis","Agribisnis & Kehutanan","Hutan Tanaman Industri (HTI)","Palembang; Indralaya","Sebagai pemain di industri Agribisnis & Kehutanan, PT Telkomsel Regional Agribisnis yang berbasis di Palembang dan  Indralaya mengkhususkan diri dalam Hutan Tanaman Industri (HTI). Dedikasi pada kualitas adalah prioritas utama.","Teknik Kimia (Proses Semen);Perencanaan Kehutanan & Inventarisasi Hutan;Hukum Asuransi;Komersial);Pengembangan & Pengelolaan Aplikasi Pemerintahan (e-Government)","Transkripsi Gambar & Riset"
"PSM256","Yayasan Energi Terpadu","Energi","Ketenagalistrikan Lokal","Lahat","Yayasan Energi Terpadu adalah perusahaan yang bergerak di bidang Energi, dengan fokus pada Ketenagalistrikan Lokal. Berlokasi di Lahat, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Manajemen Peternakan Ayam (Broiler/Layer);Pemecahan Masalah;Perbankan Digital;Sistem Kontrol Pembangkit (PLC/DCS);Reasuransi (Dasar)","Riset Tambahan"
"PSM257","CV Sakit Umum Kesehatan","Kesehatan","Layanan Kesehatan Rujukan Nasional","Indralaya","Beroperasi di Indralaya, CV Sakit Umum Kesehatan menawarkan keahlian dalam Layanan Kesehatan Rujukan Nasional di sektor Kesehatan. Mereka dikenal karena inovasi dan kualitas.","Distribusi & Logistik Material Konstruksi;Fisioterapi Olahraga (Dasar);Treasury (Dasar);Supply Chain Management;Manajemen Operasional Hotel;Teknologi Produksi Pakan;HSE Operasi Migas;Analisis Kredit (Konsumer","Data Generasi Otomatis"
"PSM258","Perum Mohammad Dr. Agribisnis","Agribisnis & Kehutanan","Hutan Tanaman Industri (HTI)","Baturaja (OKU)","Perum Mohammad Dr. Agribisnis menyediakan solusi Agribisnis & Kehutanan dengan spesialisasi Hutan Tanaman Industri (HTI) untuk pasar di Baturaja (OKU) dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Pengolahan Hasil Perkebunan (Primer);Layanan Nasabah Prima;Komersial);HSE Perkebunan;Hidrologi & Hidrometri;Manajemen Peternakan Ayam (Broiler/Layer)","Data Generasi Otomatis"
"PSM259","UD Material","Material Konstruksi","Semen","Lahat","UD Material menyediakan solusi Material Konstruksi dengan spesialisasi Semen untuk pasar di Lahat dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Farmasi Klinis & Manajemen Obat;Digital Banking Product Management;Logistik Industri;Teknik Distribusi Tenaga Listrik Skala Kecil;Teknik Sipil (Jalan Tol & Jembatan);Teknologi Produksi Pakan","Riset Tambahan"
"PSM260","Perum Otoritas Jasa Asuransi","Asuransi","Asuransi Kredit & Penjaminan","Palembang; lokasi proyek","Quo maxime aperiam iste aliquam quis.","GIS untuk Sumber Daya Air;Manajemen Event & Banquet;Manajemen Operasional Jalan Tol;Manajemen Pelayanan Medis & Keperawatan;Perbankan Digital;Komunikasi Publik & Kehumasan Pemerintah","Riset Tambahan"
"PSM261","CV Olahraga Mandiri Lubuklinggau (Persero)","Olahraga & Hiburan","Klub Sepak Bola Profesional","Lubuklinggau","Beroperasi di Lubuklinggau, CV Olahraga Mandiri Lubuklinggau (Persero) menawarkan keahlian dalam Klub Sepak Bola Profesional di sektor Olahraga & Hiburan. Mereka dikenal karena inovasi dan kualitas.","Proses Produksi Pupuk;Manajemen Risiko Perbankan Swasta;Supply Chain Management;Budidaya Ternak Ayam (Breeding/Broiler);Bendungan);Kerjasama Universitas & Industri","Riset Tambahan"
"PSM262","PT Pupuk Olahraga","Olahraga & Hiburan","Klub Sepak Bola Profesional","Baturaja (OKU)","Beroperasi di Baturaja (OKU), PT Pupuk Olahraga menawarkan keahlian dalam Klub Sepak Bola Profesional di sektor Olahraga & Hiburan. Mereka dikenal karena inovasi dan kualitas.","Teknik Kimia (Proses Semen);Operasional Perbankan Modern;Manajemen Kualitas Semen;Pemasaran Digital Lokal;Manajemen Lalu Lintas Tol;Teknik Elektro (Arus Kuat);Flight Dispatch (Dasar);Manajemen Produksi Pakan Ternak","Analisis Internal"
"PSM263","UD Energi","Energi","Minyak & Gas Bumi (Hulu & Hilir)","Palembang; lokasi proyek","UD Energi menyediakan solusi Energi dengan spesialisasi Minyak & Gas Bumi (Hulu & Hilir) untuk pasar di Palembang dan  lokasi proyek dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Pemasaran Digital Lokal;Food & Beverage Service/Production;Teknologi Jaringan Seluler (4G LTE;Teknik Mesin Produksi Semen;Cloud Computing (Dasar);Pemecahan Masalah","Transkripsi Gambar & Riset"
"PSM264","UD Konstruksi","Konstruksi","Infrastruktur Jalan Tol","Baturaja (OKU)","Ratione debitis doloribus molestias nostrum. Debitis blanditiis laborum.","Manajemen Proyek Jalan Tol;Manajemen Pelayanan Medis & Keperawatan;Jaringan Akses (Fiber Optik;Analisis Data Perilaku Pengguna Lokal","Transkripsi Gambar & Riset"
"PSM265","PT Regulator Sentosa Corp","Regulator Keuangan","Pengawasan Sektor Jasa Keuangan","Sekayu (Muba);Palembang","Beroperasi di Sekayu (Muba) dan Palembang, PT Regulator Sentosa Corp menawarkan keahlian dalam Pengawasan Sektor Jasa Keuangan di sektor Regulator Keuangan. Mereka dikenal karena inovasi dan kualitas.","Cyber Security;Kerjasama Universitas & Industri;Geosains;Manajemen Proyek","Data Generasi Otomatis"
"PSM266","PT Swasembada Erajaya Agribisnis Corp","Agribisnis","Perkebunan Komoditas Ekspor","Palembang","Beroperasi di Palembang, PT Swasembada Erajaya Agribisnis Corp menawarkan keahlian dalam Perkebunan Komoditas Ekspor di sektor Agribisnis. Mereka dikenal karena inovasi dan kualitas.","Regulasi Sektor Jasa Keuangan;Supply Chain Management Energi;Desain Grafis;Manajemen Logistik Maritim;Pengolahan Hasil Perkebunan (Primer);Komunikasi;Sistem Kontrol Pembangkit (PLC/DCS)","Analisis Internal"
"PSM267","Perum Konstruksi","Konstruksi & Infrastruktur","Operator Jalan Tol","Sekayu (Muba)","Sebagai pemain di industri Konstruksi & Infrastruktur, Perum Konstruksi yang berbasis di Sekayu (Muba) mengkhususkan diri dalam Operator Jalan Tol. Dedikasi pada kualitas adalah prioritas utama.","Ground Operations & Customer Handling;Layanan Pelanggan Ritel;Akuntansi Perbankan;Sistem Kontrol Proses (DCS);Layanan Pelanggan Platform;Manajemen Fasilitas Bandara;Ground Handling);Desain Grafis","Riset Tambahan"
"PSM268","Firma Regulator Lubuklinggau","Regulator Keuangan","Pengawasan Sektor Jasa Keuangan","Lubuklinggau","Firma Regulator Lubuklinggau adalah perusahaan yang bergerak di bidang Regulator Keuangan, dengan fokus pada Pengawasan Sektor Jasa Keuangan. Berlokasi di Lubuklinggau, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","SAP PP/MM;Komunikasi;Literasi & Edukasi Keuangan;Sistem Informasi Akademik;Teknik Kimia (Pengolahan);PLTA);Manajemen Hutan Tanaman Industri (Acacia;Layanan Pelanggan Ritel;K3 (Keselamatan dan Kesehatan Kerja);Teknik Mesin Industri Berat","Analisis Internal"
"PSM269","Perum Perhotelan Agung","Perhotelan & Pariwisata","Akomodasi & Layanan Perhotelan","Prabumulih","Perum Perhotelan Agung menyediakan solusi Perhotelan & Pariwisata dengan spesialisasi Akomodasi & Layanan Perhotelan untuk pasar di Prabumulih dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Akuntansi Perbankan;Perpustakaan Digital & Literasi Informasi;Teknik Mesin Industri;Sistem Informasi Akademik;Manajemen Kualitas (QC/QA);Teknik Kimia Proses Pulp & Kertas","Riset Tambahan"
"PSM270","Yayasan (Jasindo) Layanan Syariah","Layanan Publik","Teknologi Informasi & Komunikasi Pemerintahan","Palembang; Indralaya","Yayasan (Jasindo) Layanan Syariah menyediakan solusi Layanan Publik dengan spesialisasi Teknologi Informasi & Komunikasi Pemerintahan untuk pasar di Palembang dan  Indralaya dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Operasional Perbankan Modern;Sistem Kontrol Proses (DCS);Layanan Pelanggan Korporat & Ritel;Keamanan Informasi Pemerintah (Dasar);Manajemen Risiko Perbankan;Manajemen Proyek Pengeboran;Analisis Kredit (Konsumer;Jaringan Akses (Fiber Optik","Data Generasi Otomatis"
"PSM271","Perum Material Mulia","Material Konstruksi","Semen","Palembang","Perum Material Mulia menyediakan solusi Material Konstruksi dengan spesialisasi Semen untuk pasar di Palembang dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Bendungan);Keamanan Penerbangan (AVSEC);Scouting & Analisis Pemain (Dasar);Manajemen Peternakan Ayam (Broiler/Layer);Manajemen Klaim Asuransi;Manajemen Keuangan BUMD Energi;Pemecahan Masalah;Sales & Marketing Pakan/DOC","Riset Tambahan"
"PSM272","PT Pertambangan Gemilang","Pertambangan","Batubara","Palembang; Kayu Agung","PT Pertambangan Gemilang menyediakan solusi Pertambangan dengan spesialisasi Batubara untuk pasar di Palembang dan  Kayu Agung dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Perlindungan Konsumen Keuangan;Hukum Perbankan;Wealth Management;Flight Dispatch (Dasar);Guest Relations;Komersial);Sistem Persinyalan Kereta Api;Manajemen Klub Olahraga;Geologi & Geofisika Eksplorasi","Data Generasi Otomatis"
"PSM273","Firma Kesehatan Raya Kayu Agung Corp","Kesehatan","Layanan Kesehatan Rujukan Nasional","Kayu Agung","Firma Kesehatan Raya Kayu Agung Corp adalah perusahaan yang bergerak di bidang Kesehatan, dengan fokus pada Layanan Kesehatan Rujukan Nasional. Berlokasi di Kayu Agung, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Microsoft Office Suite;Teknik Pertambangan;PLTA);Budidaya Ternak Ayam (Breeding/Broiler);Fisioterapi Olahraga (Dasar);Python;GIS & Pemetaan Tambang","Data Generasi Otomatis"
"PSM274","Perum Perhotelan","Perhotelan & Pariwisata","Akomodasi & Layanan Perhotelan","Indralaya","Sebagai pemain di industri Perhotelan & Pariwisata, Perum Perhotelan yang berbasis di Indralaya mengkhususkan diri dalam Akomodasi & Layanan Perhotelan. Dedikasi pada kualitas adalah prioritas utama.","Machine Learning;Pelayanan Pelanggan Listrik Pedesaan;K3 Migas;Gerbong)","Data Generasi Otomatis"
"PSM275","PT Transportasi","Transportasi","Transportasi Udara (Pengelola Bandara)","Sekayu (Muba)","PT Transportasi menyediakan solusi Transportasi dengan spesialisasi Transportasi Udara (Pengelola Bandara) untuk pasar di Sekayu (Muba) dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Pemasaran & Sponsorship Olahraga;Fasilitas Produksi Migas;Instrumentasi & Kontrol Proses;Perlindungan Hutan & Pengendalian Kebakaran;Operasi Lapangan Migas;Operasi & Pemeliharaan Infrastruktur Air;Gerbong);Perencanaan Kehutanan & Inventarisasi Hutan;Estimasi Biaya Proyek (Quantity Surveyor)","Data Generasi Otomatis"
"PSM276","Perum Sumatera VIII Teknologi (Persero)","Teknologi & Layanan","Platform Digital Multi-Layanan","Lubuklinggau;Prabumulih","Beroperasi di Lubuklinggau dan Prabumulih, Perum Sumatera VIII Teknologi (Persero) menawarkan keahlian dalam Platform Digital Multi-Layanan di sektor Teknologi & Layanan. Mereka dikenal karena inovasi dan kualitas.","Drainase;Penulisan Konten;Teknik Perminyakan (Produksi/Reservoir);Sales & Ticketing Maskapai;Pengembangan Komunitas Pengguna/Mitra;Manajemen Proyek Energi;Administrasi Akademik & Kemahasiswaan;Teknik Perminyakan;Perencanaan & Pengelolaan DAS","Transkripsi Gambar & Riset"
"PSM277","PT Agribisnis Baturaja Group","Agribisnis & Kehutanan","Hutan Tanaman Industri (HTI)","Baturaja (OKU);Palembang","PT Agribisnis Baturaja Group menyediakan solusi Agribisnis & Kehutanan dengan spesialisasi Hutan Tanaman Industri (HTI) untuk pasar di Baturaja (OKU) dan Palembang dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Pemasaran Produk Asuransi;R&D Produk Semen;Hukum Perbankan;Java;Manajemen Inventaris Ritel","Data Generasi Otomatis"
"PSM278","Firma Material Makmur","Material Konstruksi","Semen","Prabumulih","Firma Material Makmur adalah perusahaan yang bergerak di bidang Material Konstruksi, dengan fokus pada Semen. Berlokasi di Prabumulih, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Microsoft Office Suite;Budidaya Ikan Air Tawar/Payau;Layanan Pelanggan Platform;Cloud Computing (Dasar)","Analisis Internal"
"PSM279","Perum Manufaktur Raya Palembang","Manufaktur","Industri Pulp & Kertas","Palembang; Kayu Agung","Beroperasi di Palembang dan  Kayu Agung, Perum Manufaktur Raya Palembang menawarkan keahlian dalam Industri Pulp & Kertas di sektor Manufaktur. Mereka dikenal karena inovasi dan kualitas.","Manajemen Jaringan & Infrastruktur TIK Pemerintah;SAP;Analisis Risiko Asuransi;Front Office Management;Air Traffic Services (Dasar);Layanan Pelanggan Digital;Operasional Perkeretaapian;Layanan Nasabah Prima;Manajemen Aset Jalan Tol;Regulasi Sektor Jasa Keuangan","Data Generasi Otomatis"
"PSM280","CV Layanan Terpadu Tbk","Layanan Publik","Pengelolaan Sumber Daya Air","Palembang","Minus dolore accusamus sed. Velit molestiae molestiae tempore.","Python;Analisis Pembiayaan Syariah (Murabahah;Pengolahan Hasil Perkebunan (Primer);Teknik Sipil (Struktur;Layanan Pelanggan Korporat & Ritel;Pemasaran Produk Digital","Analisis Internal"
"PSM281","CV Perbankan Nusantara","Perbankan","Layanan Keuangan & Perbankan Syariah","Muara Enim","Beroperasi di Muara Enim, CV Perbankan Nusantara menawarkan keahlian dalam Layanan Keuangan & Perbankan Syariah di sektor Perbankan. Mereka dikenal karena inovasi dan kualitas.","Hukum Asuransi;Cyber Security;Operasional Cabang Bank;Sales & Marketing Pakan/DOC;Instrumentasi & Kontrol Proses;Jurnalisme Radio & Produksi Program;Teknologi Produksi Kertas;Logistik Industri;Hukum Bisnis & Jaminan","Analisis Internal"
"PSM282","Yayasan Energi Agung (Persero)","Energi","Minyak & Gas Bumi (Hulu & Hilir)","Palembang; Kayu Agung","Dolorem dicta odio iusto possimus praesentium.","Java;Sertifikasi Kehutanan Lestari (FSC/PEFC);Operasional Pabrik Semen;Pemasaran Produk Penjaminan","Data Generasi Otomatis"
"PSM283","Perum Power Pertambangan Makmur","Pertambangan","Batubara","Lubuklinggau","Cupiditate adipisci quo a.","Teknik Sipil;Digitalisasi Konten Radio & Podcast;Mekanisasi Pertanian;Basic Aircraft Maintenance Awareness;Visual Merchandising;Perbankan Digital","Data Generasi Otomatis"
"PSM284","Firma Material Raya","Material Konstruksi","Semen","Palembang; Kayu Agung","Sebagai pemain di industri Material Konstruksi, Firma Material Raya yang berbasis di Palembang dan  Kayu Agung mengkhususkan diri dalam Semen. Dedikasi pada kualitas adalah prioritas utama.","Silvikultur & Pembibitan;Manajemen Pelayanan Medis & Keperawatan;Manajemen Layanan IT (ITSM);Pengembangan Komunitas Pengguna/Mitra;Basic Aircraft Maintenance Awareness;Radiologi);Farmasi Klinis & Manajemen Obat;Sales & Ticketing Maskapai","Data Generasi Otomatis"
"PSM285","Perum Regulator","Regulator Keuangan","Pengawasan Sektor Jasa Keuangan","Lubuklinggau","Perum Regulator menyediakan solusi Regulator Keuangan dengan spesialisasi Pengawasan Sektor Jasa Keuangan untuk pasar di Lubuklinggau dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Jalan;Air Traffic Services (Dasar);Proses Produksi Pupuk;Analisis Risiko Asuransi;Manajemen Proyek Konstruksi;Digital Banking Product Management","Data Generasi Otomatis"
"PSM286","CV Power Agribisnis Ogan Komering Ilir (Persero)","Agribisnis","Perkebunan Komoditas Ekspor","Ogan Komering Ilir (OKI)","Sebagai pemain di industri Agribisnis, CV Power Agribisnis Ogan Komering Ilir (Persero) yang berbasis di Ogan Komering Ilir (OKI) mengkhususkan diri dalam Perkebunan Komoditas Ekspor. Dedikasi pada kualitas adalah prioritas utama.","Pemasaran Produk Digital;Administrasi Akademik & Kemahasiswaan;SAP PP/MM;Silvikultur & Pembibitan;Geologi & Geofisika Eksplorasi;Perlindungan Konsumen Keuangan;Klaim Asuransi Kredit;Teknik Sipil (Jalan Tol & Jembatan);Analisis Pembiayaan Syariah (Murabahah;Teknologi Jaringan Seluler (4G LTE","Transkripsi Gambar & Riset"
"PSM287","Perum Manufaktur","Manufaktur","Industri Pulp & Kertas","Lahat","Maiores minima veniam voluptates minus dicta. Saepe non quidem inventore tempore.","Sales & Marketing Pakan/DOC;Operasional Bank Syariah;Literasi & Edukasi Keuangan;Farmasi Klinis & Manajemen Obat;Operasi Lapangan Migas;Pemeliharaan Listrik Pembangkit","Transkripsi Gambar & Riset"
"PSM288","PT Konstruksi Perdana","Konstruksi","Infrastruktur & Bangunan","Indralaya","Beroperasi di Indralaya, PT Konstruksi Perdana menawarkan keahlian dalam Infrastruktur & Bangunan di sektor Konstruksi. Mereka dikenal karena inovasi dan kualitas.","GIS untuk Sumber Daya Air;Prinsip & Produk Perbankan Syariah;Teknik Pertambangan;Teknik Telekomunikasi","Data Generasi Otomatis"
"PSM289","Firma Olahraga Sentosa","Olahraga & Hiburan","Klub Sepak Bola Profesional","Prabumulih","Sebagai pemain di industri Olahraga & Hiburan, Firma Olahraga Sentosa yang berbasis di Prabumulih mengkhususkan diri dalam Klub Sepak Bola Profesional. Dedikasi pada kualitas adalah prioritas utama.","Pemeliharaan Infrastruktur Jalan Tol;Proses Produksi Pupuk;Manajemen Produksi Pakan Ternak;Analisis Data;Akuntansi","Riset Tambahan"
"PSM290","Perum Energi","Energi","Ketenagalistrikan Lokal","Indralaya","Sebagai pemain di industri Energi, Perum Energi yang berbasis di Indralaya mengkhususkan diri dalam Ketenagalistrikan Lokal. Dedikasi pada kualitas adalah prioritas utama.","Pemasaran Produk Asuransi;Teknik Penyiaran Radio (Audio Engineering);Manajemen Operasional Bandara;Pemasaran Produk Digital;Manajemen Aset Jalan Tol;Operasi Pembangkit Listrik (PLTU;Manajemen Dana Pihak Ketiga Syariah;Community Development Perkebunan","Riset Tambahan"
"PSM291","Perum Transportasi Corp","Transportasi","Transportasi Udara (Maskapai)","Ogan Komering Ilir (OKI);Palembang; lokasi proyek","Perum Transportasi Corp menyediakan solusi Transportasi dengan spesialisasi Transportasi Udara (Maskapai) untuk pasar di Ogan Komering Ilir (OKI) dan Palembang dan  lokasi proyek dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Pemeliharaan Infrastruktur Jalan Tol;Hukum Bisnis & Jaminan;Hukum Perbankan;Layanan Pelanggan Korporat & Ritel;Food & Beverage Service/Production;Supply Chain Management;Perlindungan Hutan & Pengendalian Kebakaran;Rekam Medis & Sistem Informasi RS;HSE Perkebunan;Sistem Informasi Pelabuhan","Riset Tambahan"
